["00", "01", "02", "03", "06", "07", "08", "09", "12", "15", "18", "20", "22", "24", "28", "29", "30", "33", "34", "35", "36", "39", "40", "43", "44", "48", "51", "54", "61", "65", "66", "68", "70", "72", "73", "74", "76", "77", "78", "79", "80", "82", "86", "87", "89", "90", "91", "92", "94", "98"]
["00", "01", "03", "04", "05", "06", "07", "08", "09", "10", "12", "14", "15", "16", "18", "20", "22", "27", "29", "30", "31", "34", "36", "38", "42", "43", "47", "49", "50", "54", "58", "59", "62", "64", "66", "68", "71", "73", "76", "78", "79", "82", "85", "89", "90", "91", "92", "94", "95", "96"]
["00", "01", "03", "04", "05", "06", "07", "08", "09", "10", "12", "15", "16", "17", "18", "22", "24", "29", "30", "33", "34", "35", "36", "41", "43", "46", "48", "50", "52", "53", "54", "56", "57", "58", "66", "67", "72", "73", "74", "75", "76", "78", "82", "83", "89", "90", "91", "95", "96", "98"]
["00", "01", "03", "04", "05", "06", "07", "08", "09", "11", "12", "13", "15", "16", "17", "22", "24", "26", "27", "29", "30", "31", "33", "34", "36", "38", "40", "43", "45", "47", "48", "54", "57", "59", "65", "66", "67", "68", "69", "70", "74", "75", "76", "78", "82", "87", "89", "90", "93", "97"]
["00", "01", "03", "04", "05", "06", "07", "08", "09", "12", "13", "15", "16", "17", "18", "22", "25", "26", "29", "34", "36", "37", "41", "42", "43", "46", "47", "48", "51", "52", "54", "61", "62", "63", "66", "68", "70", "71", "74", "76", "77", "78", "82", "84", "85", "89", "90", "91", "96", "97"]
["00", "01", "03", "04", "05", "06", "07", "08", "09", "12", "13", "15", "21", "22", "23", "27", "29", "30", "31", "34", "39", "42", "43", "44", "52", "54", "55", "57", "59", "61", "64", "65", "66", "74", "76", "77", "78", "81", "82", "83", "84", "86", "87", "88", "89", "90", "92", "95", "96", "97"]
["00", "01", "03", "04", "06", "07", "08", "09", "10", "11", "12", "13", "15", "16", "18", "20", "22", "27", "28", "29", "30", "33", "34", "37", "40", "43", "44", "46", "48", "51", "52", "54", "61", "66", "67", "68", "74", "76", "77", "78", "79", "82", "84", "86", "87", "88", "89", "90", "91", "98"]
["00", "01", "03", "04", "06", "07", "08", "09", "10", "12", "13", "14", "15", "17", "19", "21", "22", "23", "24", "28", "29", "30", "34", "35", "36", "39", "43", "45", "47", "48", "54", "55", "56", "60", "66", "68", "70", "75", "76", "78", "80", "82", "85", "86", "89", "90", "91", "92", "95", "96"]
["00", "01", "03", "04", "06", "07", "08", "09", "10", "12", "15", "19", "22", "24", "27", "28", "29", "30", "31", "32", "34", "35", "36", "37", "40", "43", "44", "45", "49", "51", "52", "54", "61", "63", "66", "71", "75", "76", "78", "80", "82", "84", "85", "89", "90", "92", "93", "94", "95", "97"]
["00", "01", "03", "04", "06", "07", "08", "09", "11", "12", "13", "14", "15", "16", "18", "22", "23", "24", "27", "28", "29", "30", "32", "34", "35", "38", "40", "42", "43", "48", "51", "53", "54", "58", "60", "62", "66", "67", "72", "73", "76", "78", "82", "83", "89", "90", "91", "94", "96", "98"]
["00", "01", "03", "04", "06", "07", "08", "09", "11", "12", "13", "15", "18", "20", "21", "22", "23", "27", "29", "31", "34", "35", "36", "37", "41", "42", "43", "44", "47", "54", "56", "58", "61", "65", "66", "70", "71", "73", "75", "76", "77", "78", "82", "83", "88", "89", "90", "91", "92", "97"]
["00", "01", "03", "04", "06", "07", "08", "09", "11", "12", "14", "15", "16", "17", "19", "21", "22", "28", "29", "30", "34", "40", "43", "44", "46", "50", "54", "55", "56", "57", "59", "61", "63", "64", "65", "66", "67", "69", "72", "76", "78", "82", "83", "84", "85", "89", "90", "93", "94", "97"]
["00", "01", "03", "04", "06", "07", "08", "09", "11", "12", "15", "16", "17", "22", "25", "26", "27", "29", "31", "33", "34", "40", "41", "43", "45", "53", "54", "56", "58", "64", "65", "66", "67", "68", "69", "72", "76", "77", "78", "80", "81", "82", "84", "87", "88", "89", "90", "92", "96", "98"]
["00", "01", "03", "04", "06", "07", "08", "09", "11", "12", "15", "17", "18", "19", "20", "22", "26", "29", "31", "33", "34", "35", "36", "39", "43", "47", "50", "53", "54", "59", "61", "66", "67", "68", "69", "72", "74", "76", "78", "82", "83", "84", "85", "87", "88", "89", "90", "96", "97", "98"]
["00", "01", "03", "04", "06", "07", "08", "09", "11", "12", "15", "22", "25", "26", "27", "29", "31", "32", "33", "34", "39", "42", "43", "44", "46", "47", "50", "51", "53", "54", "55", "59", "61", "64", "65", "66", "67", "70", "75", "76", "77", "78", "79", "80", "82", "83", "89", "90", "93", "95"]
["00", "01", "03", "04", "06", "07", "08", "09", "12", "13", "15", "16", "17", "22", "26", "29", "31", "32", "34", "39", "40", "41", "42", "43", "44", "45", "48", "49", "51", "52", "54", "57", "62", "66", "68", "69", "70", "71", "73", "74", "76", "77", "78", "79", "80", "82", "85", "86", "89", "90"]
["00", "01", "03", "04", "06", "07", "08", "09", "12", "13", "15", "17", "20", "22", "23", "25", "27", "28", "29", "30", "31", "33", "34", "35", "40", "43", "44", "46", "48", "49", "54", "57", "62", "65", "66", "70", "73", "75", "76", "78", "79", "82", "85", "86", "89", "90", "91", "93", "95", "98"]
["00", "01", "03", "04", "06", "07", "08", "09", "12", "14", "15", "16", "17", "19", "20", "22", "23", "26", "28", "29", "31", "34", "40", "41", "43", "44", "51", "53", "54", "55", "61", "63", "64", "66", "68", "69", "71", "76", "77", "78", "79", "81", "82", "86", "87", "88", "89", "90", "92", "96"]
["00", "01", "03", "04", "06", "07", "08", "09", "12", "14", "15", "17", "19", "21", "22", "24", "25", "29", "34", "35", "37", "38", "39", "41", "43", "50", "54", "57", "66", "68", "69", "70", "74", "75", "76", "77", "78", "79", "82", "87", "89", "90", "91", "92", "93", "94", "95", "96", "97", "98"]
["00", "01", "03", "04", "06", "07", "08", "09", "12", "15", "18", "22", "23", "24", "25", "29", "31", "32", "34", "35", "36", "37", "43", "44", "46", "49", "50", "52", "54", "57", "58", "60", "61", "62", "66", "72", "75", "76", "78", "81", "82", "83", "87", "88", "89", "90", "91", "93", "96", "97"]
["00", "01", "03", "05", "06", "07", "08", "09", "10", "11", "12", "13", "14", "15", "18", "22", "27", "29", "31", "34", "35", "36", "38", "43", "46", "48", "50", "51", "54", "57", "58", "60", "63", "64", "65", "66", "67", "68", "71", "74", "76", "77", "78", "80", "81", "82", "89", "90", "96", "97"]
["00", "01", "03", "05", "06", "07", "08", "09", "10", "11", "12", "15", "16", "21", "22", "24", "26", "27", "28", "29", "30", "34", "37", "41", "43", "44", "52", "54", "57", "58", "61", "62", "64", "66", "69", "70", "74", "76", "78", "80", "82", "83", "85", "86", "88", "89", "90", "91", "92", "93"]
["00", "01", "03", "05", "06", "07", "08", "09", "10", "12", "14", "15", "17", "20", "21", "22", "23", "28", "29", "34", "40", "41", "43", "46", "47", "52", "54", "57", "60", "62", "63", "65", "66", "68", "70", "72", "75", "76", "77", "78", "79", "82", "83", "85", "87", "89", "90", "95", "96", "98"]
["00", "01", "03", "05", "06", "07", "08", "09", "10", "12", "15", "16", "19", "21", "22", "23", "25", "27", "29", "31", "32", "34", "43", "44", "46", "49", "54", "55", "58", "60", "64", "65", "66", "67", "72", "74", "76", "77", "78", "80", "82", "84", "86", "87", "89", "90", "91", "95", "97", "98"]
["00", "01", "03", "05", "06", "07", "08", "09", "10", "12", "15", "18", "19", "22", "23", "26", "29", "30", "34", "38", "40", "43", "44", "46", "54", "56", "58", "61", "63", "64", "66", "67", "68", "69", "71", "72", "73", "75", "76", "78", "80", "82", "84", "85", "86", "89", "90", "93", "95", "98"]
["00", "01", "03", "05", "06", "07", "08", "09", "10", "12", "15", "19", "21", "22", "23", "24", "29", "34", "35", "40", "41", "43", "45", "46", "48", "51", "52", "54", "55", "60", "61", "66", "69", "70", "72", "73", "76", "78", "80", "82", "86", "87", "88", "89", "90", "91", "92", "93", "94", "95"]
["00", "01", "03", "05", "06", "07", "08", "09", "11", "12", "13", "14", "15", "17", "18", "20", "22", "23", "24", "25", "27", "29", "30", "33", "34", "43", "51", "54", "56", "57", "59", "63", "64", "66", "67", "68", "73", "75", "76", "78", "80", "82", "88", "89", "90", "91", "92", "93", "97", "98"]
["00", "01", "03", "05", "06", "07", "08", "09", "12", "13", "14", "15", "17", "18", "19", "20", "22", "23", "28", "29", "31", "32", "34", "35", "36", "38", "43", "44", "45", "54", "55", "58", "64", "65", "66", "69", "76", "77", "78", "79", "82", "83", "85", "86", "88", "89", "90", "93", "94", "98"]
["00", "01", "03", "05", "06", "07", "08", "09", "12", "13", "14", "15", "19", "22", "23", "24", "27", "29", "34", "35", "36", "37", "43", "50", "52", "54", "56", "57", "59", "62", "63", "64", "66", "67", "68", "70", "71", "76", "78", "79", "80", "82", "83", "87", "89", "90", "94", "95", "96", "97"]
["00", "01", "03", "05", "06", "07", "08", "09", "12", "15", "17", "18", "19", "21", "22", "24", "26", "27", "29", "33", "34", "37", "39", "42", "43", "45", "46", "47", "49", "52", "54", "55", "60", "62", "64", "66", "68", "71", "74", "76", "78", "80", "82", "83", "88", "89", "90", "94", "96", "97"]
["00", "01", "03", "06", "07", "08", "09", "10", "11", "12", "13", "15", "16", "17", "18", "22", "23", "24", "25", "26", "27", "29", "32", "34", "38", "39", "41", "43", "45", "46", "53", "54", "58", "66", "72", "73", "74", "76", "77", "78", "81", "82", "86", "87", "89", "90", "91", "94", "96", "98"]
["00", "01", "03", "06", "07", "08", "09", "10", "11", "12", "15", "16", "21", "22", "23", "25", "26", "27", "29", "30", "34", "35", "36", "37", "40", "41", "43", "46", "49", "53", "54", "58", "62", "63", "64", "66", "71", "74", "75", "76", "78", "82", "83", "84", "86", "87", "89", "90", "91", "95"]
["00", "01", "03", "06", "07", "08", "09", "10", "12", "13", "14", "15", "16", "22", "23", "24", "26", "29", "30", "31", "34", "39", "40", "41", "43", "46", "47", "48", "51", "52", "53", "54", "56", "59", "61", "63", "65", "66", "67", "70", "75", "76", "78", "80", "82", "85", "87", "89", "90", "97"]
["00", "01", "03", "06", "07", "08", "09", "10", "12", "13", "14", "15", "17", "20", "22", "23", "24", "28", "29", "30", "32", "34", "36", "39", "42", "43", "44", "46", "48", "52", "54", "57", "61", "66", "68", "70", "76", "78", "80", "81", "82", "84", "85", "86", "89", "90", "92", "95", "96", "98"]
["00", "01", "03", "06", "07", "08", "09", "10", "12", "14", "15", "16", "20", "21", "22", "25", "27", "28", "29", "30", "31", "32", "34", "38", "39", "40", "41", "42", "43", "44", "49", "51", "52", "54", "56", "63", "64", "66", "74", "76", "78", "79", "82", "84", "85", "87", "89", "90", "95", "96"]
["00", "01", "03", "06", "07", "08", "09", "10", "12", "14", "15", "17", "18", "22", "23", "28", "29", "32", "34", "35", "36", "37", "38", "40", "43", "45", "47", "50", "54", "58", "61", "63", "66", "73", "74", "75", "76", "78", "79", "80", "81", "82", "84", "85", "86", "87", "89", "90", "97", "98"]
["00", "01", "03", "06", "07", "08", "09", "11", "12", "13", "15", "17", "18", "19", "20", "22", "23", "28", "29", "34", "35", "37", "41", "43", "46", "47", "48", "50", "52", "54", "56", "57", "58", "66", "72", "76", "78", "81", "82", "83", "88", "89", "90", "91", "92", "93", "94", "95", "97", "98"]
["00", "01", "03", "06", "07", "08", "09", "11", "12", "14", "15", "16", "18", "20", "21", "22", "23", "24", "27", "28", "29", "31", "34", "38", "40", "42", "43", "46", "47", "51", "54", "55", "61", "64", "66", "69", "73", "75", "76", "78", "80", "81", "82", "87", "88", "89", "90", "94", "95", "96"]
["00", "01", "03", "06", "07", "08", "09", "11", "12", "14", "15", "16", "22", "26", "28", "29", "30", "31", "34", "37", "39", "43", "44", "46", "54", "55", "56", "57", "58", "59", "60", "62", "63", "66", "67", "73", "74", "75", "76", "77", "78", "81", "82", "83", "86", "89", "90", "91", "95", "98"]
["00", "01", "03", "06", "07", "08", "09", "11", "12", "14", "15", "20", "22", "24", "25", "29", "31", "32", "34", "38", "39", "40", "41", "42", "43", "45", "46", "47", "52", "53", "54", "55", "58", "66", "67", "69", "70", "75", "76", "78", "79", "82", "84", "87", "89", "90", "94", "95", "97", "98"]
["00", "01", "03", "06", "07", "08", "09", "12", "13", "14", "15", "16", "18", "19", "21", "22", "23", "25", "26", "29", "30", "32", "33", "34", "35", "36", "43", "47", "52", "54", "55", "58", "65", "66", "67", "70", "74", "75", "76", "77", "78", "79", "82", "85", "87", "88", "89", "90", "95", "96"]
["00", "01", "03", "06", "07", "08", "09", "12", "13", "14", "15", "17", "18", "19", "20", "22", "23", "28", "29", "32", "34", "35", "39", "40", "42", "43", "46", "47", "53", "54", "60", "65", "66", "67", "68", "71", "73", "74", "76", "78", "80", "82", "84", "85", "88", "89", "90", "92", "93", "97"]
["00", "01", "03", "06", "07", "08", "09", "12", "14", "15", "19", "22", "23", "29", "34", "35", "39", "40", "43", "44", "47", "50", "51", "53", "54", "55", "57", "59", "60", "65", "66", "68", "71", "74", "75", "76", "78", "80", "81", "82", "84", "85", "87", "89", "90", "91", "92", "94", "95", "96"]
